loan_id,customer_id,age,gender,income,loan_amount,tenure_months,credit_score,employment_status,bank_balance,number_of_loans,missed_payments,defaulted,debt_to_income_ratio,loan_to_bank_balance_ratio,credit_score_category,missed_payment_rate
436,4446,46,Female,280255.0,144678,12,439.0,Self-employed,752255,0,0,0,0.5162369984478421,0.19232574060657623,Low,
437,2045,31,Female,237954.0,136270,12,845.0,Part-time,545786,2,4,1,0.5726737100447986,0.2496766131780588,High,2.0
438,3797,57,Male,251465.0,286531,6,829.0,Part-time,594486,3,9,0,1.1394468415087586,0.4819810727250095,High,3.0
439,2693,58,Male,180544.0,252998,6,356.0,Self-employed,500585,1,2,1,1.4013093761077633,0.5054046765284617,Low,2.0
440,3085,39,Male,50340.0,251503,36,411.0,Self-employed,27197,0,6,1,4.996086611044895,9.247453763282715,Low,inf
441,3277,28,Female,225021.0,72061,36,304.0,Full-time,676079,1,9,1,0.3202412219303976,0.10658665629312551,Low,9.0
442,4436,40,Male,132302.0,245497,12,709.0,Unemployed,108775,2,2,0,1.8555804145062056,2.2569248448632497,High,1.0
443,1562,18,Male,272740.0,91257,6,713.0,Part-time,811464,1,4,0,0.33459338564200336,0.11245970246369524,High,4.0
444,3485,63,Male,50138.0,71753,6,481.0,Unemployed,846056,0,6,0,1.4311101360245722,0.08480880698204374,Low,inf
445,2799,54,Male,443574.0,33408,36,312.0,Part-time,864609,0,2,0,0.0753155054173599,0.0386394312342342,Low,inf
446,4354,38,Male,169619.0,134116,12,638.0,Full-time,828396,2,9,0,0.7906897222598883,0.16189841573353805,Medium,4.5
447,3074,43,Male,397520.0,141208,12,558.0,Self-employed,685388,0,1,0,0.3552223787482391,0.20602636754655757,Low,inf
448,1225,63,Male,149931.0,27413,12,389.0,Full-time,111030,2,5,0,0.18283743855506868,0.2468972349815365,Low,2.5
449,4348,53,Male,473870.0,123650,12,549.0,Self-employed,316790,2,7,0,0.2609365437778294,0.39032166419394554,Low,3.5
450,1797,40,Female,206951.0,69500,12,554.0,Unemployed,867619,0,3,0,0.33582828785557933,0.0801042854063823,Low,inf
451,4680,18,Female,393676.0,66358,36,407.0,Unemployed,401752,4,8,0,0.1685599325333523,0.1651715486170573,Low,2.0
452,3331,57,Male,367922.0,76197,24,784.0,Full-time,641687,2,7,0,0.20710096161686445,0.11874480860606496,High,3.5
453,3926,32,Female,280255.0,233861,24,557.0,Self-employed,56747,0,6,0,0.8344579044084851,4.121116534794791,Low,inf
454,1959,38,Male,280255.0,233492,12,581.0,Full-time,45712,4,6,0,0.8331412463649177,5.107892894644732,Medium,1.5
455,2504,64,Male,76762.0,271545,24,387.0,Self-employed,399489,2,2,0,3.5374925093145047,0.6797308561687556,Low,1.0
456,1452,26,Female,194355.0,86240,24,503.0,Self-employed,333964,4,5,1,0.4437241130920223,0.25823142614173983,Low,1.25
457,4067,26,Female,244994.0,245595,6,315.0,Unemployed,125342,3,4,1,1.0024531213009298,1.9593990841058864,Low,1.3333333333333333
458,4900,27,Female,220492.0,231135,24,450.0,Unemployed,615516,3,0,1,1.048269324964171,0.3755142027177198,Low,0.0
459,1815,43,Female,367712.0,288466,12,553.0,Self-employed,336497,4,2,1,0.7844889478722479,0.8572617289307185,Low,0.5
460,1658,58,Male,397234.0,16968,36,487.0,Self-employed,487707,2,0,0,0.04271537683078488,0.03479138089057569,Low,0.0
461,4587,52,Male,332363.0,299662,12,628.0,Self-employed,92091,0,3,0,0.9016105884228991,3.2539770444451683,Medium,inf
462,1546,42,Male,369313.0,200920,36,843.0,Unemployed,348058,1,9,0,0.5440371717215479,0.5772601118204437,High,9.0
463,2215,43,Male,124965.0,273844,6,696.0,Unemployed,181902,0,2,0,2.1913655823630616,1.505447988477312,Medium,inf
464,4120,28,Male,227912.0,242076,24,559.5,Part-time,893150,1,3,0,1.0621467934992452,0.2710362201198007,Low,3.0
465,4583,55,Male,225767.0,33199,24,758.0,Self-employed,410343,1,8,0,0.1470498345639531,0.0809054863857797,High,8.0
466,1016,19,Male,286281.0,173187,24,629.0,Part-time,246222,2,2,0,0.6049545726052376,0.7033774398713356,Medium,1.0
467,4243,24,Male,134754.0,195388,12,468.0,Self-employed,214560,4,5,0,1.449960669071048,0.9106450410141685,Low,1.25
468,2243,35,Female,127988.0,15520,12,665.0,Unemployed,535827,0,5,0,0.12126136825327374,0.02896457252060833,Medium,inf
469,3205,44,Female,280255.0,119814,24,477.0,Part-time,702121,4,6,0,0.42751779629266207,0.17064580036774288,Low,1.5
470,3524,51,Male,182379.0,177527,12,661.0,Part-time,832651,3,8,0,0.9733960598533823,0.21320697387020493,Medium,2.6666666666666665
471,2069,44,Female,130388.0,256356,12,339.0,Full-time,932196,2,6,0,1.9661011749547503,0.27500225274513085,Low,3.0
472,4444,34,Female,402912.0,133364,24,715.0,Self-employed,275478,2,0,0,0.3310003176872369,0.48411851400111805,High,0.0
473,3565,60,Male,347572.0,24955,24,654.0,Unemployed,946119,3,7,0,0.07179807349268641,0.026376174667245875,Medium,2.3333333333333335
474,3146,61,Female,289779.0,185121,12,554.0,Full-time,794335,0,4,1,0.6388351122752166,0.23305154626196756,Low,inf
475,4963,41,Female,404165.0,154989,12,442.0,Full-time,421743,3,8,0,0.3834795195031732,0.3674963188482085,Low,2.6666666666666665
476,2768,42,Female,430562.0,260144,12,310.0,Self-employed,933133,0,9,0,0.6041963758994059,0.278785553613472,Low,inf
477,2060,24,Male,256846.0,74925,24,559.5,Full-time,514906,1,4,0,0.29171176502651397,0.14551199636438494,Low,4.0
478,3327,23,Female,220047.0,80269,24,720.0,Self-employed,582296,2,4,0,0.3647811603884625,0.1378491351477599,High,2.0
479,4420,41,Male,182212.0,162185,36,520.0,Full-time,476492,0,1,0,0.8900895660000439,0.34037297583170334,Low,inf
480,3544,50,Female,468058.0,109977,36,795.0,Self-employed,361462,4,2,0,0.23496447021522973,0.30425604904526615,High,0.5
481,1301,46,Female,338565.0,39345,12,536.0,Unemployed,419924,4,9,0,0.11621106729874618,0.09369552585705986,Low,2.25
482,1180,60,Female,313852.0,265688,6,536.0,Self-employed,666220,2,8,1,0.8465391330945796,0.3987991954609588,Low,4.0
483,1606,39,Female,446846.0,271798,6,518.0,Self-employed,934942,3,6,1,0.6082587737162244,0.2907110815430262,Low,2.0
484,4170,43,Female,462811.0,188933,12,786.0,Part-time,67300,3,0,0,0.4082292771779409,2.807325408618128,High,0.0
485,1699,45,Male,126021.0,107406,36,760.0,Unemployed,391407,0,2,0,0.8522865236746257,0.2744100131065617,High,inf
486,1992,38,Male,209380.0,13453,24,443.0,Unemployed,989049,3,1,0,0.06425159996179196,0.01360195500930692,Low,0.3333333333333333
487,2139,24,Female,94789.0,112811,12,488.0,Unemployed,807274,2,0,0,1.1901275464452625,0.13974313554010162,Low,0.0
488,1190,34,Male,498906.0,64935,12,554.0,Full-time,191285,0,8,0,0.13015477865569866,0.3394672870324385,Low,inf
489,3300,37,Male,76086.0,184442,24,367.0,Part-time,828804,1,7,1,2.424125331861315,0.22253994913151964,Low,7.0
490,1980,58,Male,329003.0,280472,24,635.0,Unemployed,376460,3,4,0,0.8524907067716708,0.7450247038197949,Medium,1.3333333333333333
491,3975,37,Male,57684.0,25534,6,708.0,Full-time,98971,3,1,1,0.4426530753761875,0.2579947661436178,High,0.3333333333333333
492,3006,39,Female,141088.0,46320,36,599.0,Full-time,986410,0,0,0,0.3283057382626446,0.04695816141361097,Medium,
493,2184,45,Female,444423.0,59170,24,656.0,Full-time,38744,4,6,0,0.13313892395308075,1.5272042122651248,Medium,1.5
494,4327,57,Female,96099.0,110546,6,555.0,Part-time,378226,3,1,0,1.1503345508277922,0.29227498902772414,Low,0.3333333333333333
495,4394,24,Female,116093.0,90201,36,652.0,Full-time,319586,2,0,1,0.7769719104511038,0.28224327723992915,Medium,0.0
496,1127,18,Male,210761.0,244473,6,820.0,Part-time,915502,3,1,1,1.1599536916222641,0.26703710095663363,High,0.3333333333333333
497,3065,49,Male,360795.0,280784,36,823.0,Self-employed,610278,1,6,0,0.7782369489599357,0.46009195809123055,High,6.0
498,2816,30,Female,280255.0,241324,36,583.0,Full-time,908102,3,6,0,0.8610872241351626,0.2657454779308932,Medium,2.0
499,2758,47,Male,116418.0,171121,24,611.0,Unemployed,369061,4,9,0,1.4698843821402188,0.46366589804937397,Medium,2.25
500,3613,40,Female,175074.0,243612,24,398.0,Full-time,234975,3,5,1,1.39148017409781,1.0367571018193424,Low,1.6666666666666667
501,1569,36,Female,415209.0,197125,12,496.0,Self-employed,527938,0,4,1,0.4747609035449617,0.37338664767453755,Low,inf
502,2346,49,Male,180351.0,210796,36,781.0,Self-employed,569405,3,2,0,1.1688097099544776,0.3702039848613904,High,0.6666666666666666
503,2895,47,Female,241083.0,153279,24,525.0,Full-time,877676,4,2,0,0.6357934819128682,0.17464189518683432,Low,0.5
504,3733,46,Female,88635.0,206846,24,664.0,Self-employed,970276,0,8,0,2.33368308230383,0.21318264081560298,Medium,inf
505,4863,62,Female,499331.0,174044,36,559.5,Part-time,789622,2,3,0,0.34855436574136195,0.22041432482884216,Low,1.5
506,1625,46,Male,145071.0,212160,36,374.0,Part-time,48113,0,8,0,1.4624563144942822,4.409619021885977,Low,inf
507,4359,47,Male,390662.0,80463,36,341.0,Full-time,139861,1,3,0,0.20596577092217824,0.575306911862492,Low,3.0
508,3901,33,Female,418377.0,103500,12,721.0,Part-time,32125,0,1,1,0.2473845359568045,3.2217898832684826,High,inf
509,2686,57,Male,415795.0,217772,36,480.0,Part-time,229767,2,3,0,0.5237484818239757,0.947794940091484,Low,1.5
510,4009,36,Male,122805.0,47158,24,844.0,Unemployed,392144,3,5,1,0.3840071658320101,0.12025684442449712,High,1.6666666666666667
511,4710,35,Female,471280.0,94607,36,370.0,Full-time,934963,0,5,0,0.20074478017314548,0.10118796144874183,Low,inf
512,1154,18,Male,434957.0,255017,24,404.0,Self-employed,690778,0,4,0,0.5863039334922763,0.3691735984643402,Low,inf
513,3537,31,Female,391207.0,130076,12,499.0,Full-time,898336,0,0,0,0.3324991628472906,0.14479660171695224,Low,
514,2409,64,Female,314598.0,68692,12,400.0,Part-time,178157,0,2,0,0.21834849554034036,0.3855700309277772,Low,inf
515,1784,19,Female,333022.0,140841,24,606.0,Unemployed,543056,2,4,0,0.42291800541705954,0.2593489437553401,Medium,2.0
516,4175,45,Male,232170.0,202816,24,676.0,Full-time,705321,4,5,0,0.8735667829607615,0.28755134187128983,Medium,1.25
517,4464,47,Female,243226.0,287954,12,698.0,Full-time,343243,4,0,0,1.183894813876806,0.8389216968736435,Medium,0.0
518,4882,55,Male,194063.0,171081,24,520.0,Part-time,253807,0,8,0,0.8815745402266274,0.6740594231049577,Low,inf
519,1245,21,Male,280255.0,121718,12,481.0,Part-time,683245,2,2,0,0.43431160907031097,0.17814693118866584,Low,1.0
520,4247,18,Female,417090.0,10192,36,606.0,Full-time,611709,2,9,0,0.0244359730513798,0.01666151715930287,Medium,4.5
521,4110,25,Male,86593.0,257536,12,559.5,Part-time,716442,0,2,0,2.974097213400621,0.359465246314426,Low,inf
522,2500,46,Male,86304.0,46413,6,695.0,Part-time,793327,1,1,0,0.5377850389321468,0.058504248563328864,Medium,1.0
523,2705,56,Female,473602.0,153888,6,303.0,Part-time,181383,0,7,0,0.32493106025734686,0.8484146805378674,Low,inf
524,3806,20,Male,236292.0,49082,6,580.0,Part-time,744854,1,2,0,0.2077175697865353,0.06589479280503294,Medium,2.0
525,1537,49,Male,163613.0,133130,12,514.0,Part-time,198139,0,5,1,0.8136883988436127,0.6719020485618682,Low,inf
526,2890,27,Female,250410.0,60940,6,719.0,Unemployed,71017,1,1,0,0.24336088814344475,0.8581043975386176,High,1.0
527,2841,27,Female,464299.0,173202,6,400.0,Part-time,810364,1,6,0,0.37303978686148365,0.21373358145228563,Low,6.0
528,1920,36,Female,68354.0,50142,36,820.0,Self-employed,545648,0,3,0,0.733563507622085,0.09189440811658799,High,inf
529,3455,63,Male,334334.0,46468,36,608.0,Full-time,841279,1,8,0,0.13898676174125277,0.055234945838419834,Medium,8.0
530,1524,51,Male,56142.0,151727,12,809.0,Unemployed,502394,3,9,1,2.702557799864629,0.3020079857641612,High,3.0
531,3875,50,Male,471614.0,188969,36,362.0,Unemployed,614653,4,8,0,0.40068573027942345,0.3074401328879872,Low,2.0
532,2529,40,Male,233043.0,246187,6,525.0,Part-time,609756,2,6,0,1.0564016082868828,0.4037467445994791,Low,3.0
533,3950,45,Female,354006.0,52056,24,404.0,Full-time,257137,1,7,0,0.1470483551126252,0.2024446112383671,Low,7.0
534,4896,49,Male,234482.0,61831,24,724.0,Self-employed,301075,1,2,0,0.26369188253256115,0.2053674333637798,High,2.0
535,1035,24,Male,200575.0,259664,12,554.0,Part-time,55823,2,4,0,1.2945980306618472,4.651559393081705,Low,2.0
536,1684,46,Female,175438.0,118117,12,728.0,Full-time,824464,1,1,0,0.673269189115243,0.14326520017854025,High,1.0
537,1019,25,Female,98456.0,286815,12,733.0,Part-time,771279,2,9,0,2.9131287072397822,0.3718693235521776,High,4.5
538,3368,18,Female,280255.0,299192,12,506.0,Part-time,736786,0,6,1,1.067570605341564,0.40607720559294014,Low,inf
539,4847,20,Male,394179.0,298107,24,327.0,Part-time,18807,3,7,0,0.7562731652371131,15.850853405646834,Low,2.3333333333333335
540,3559,41,Male,320160.0,53954,6,635.0,Part-time,929271,3,8,0,0.16852198900549725,0.05806056575530712,Medium,2.6666666666666665
541,1399,40,Male,314528.0,243192,6,368.0,Part-time,663431,4,6,0,0.7731966629362091,0.3665671335828443,Low,1.5
542,3701,25,Male,243392.0,10717,6,812.0,Part-time,577701,1,9,0,0.044031849855377336,0.01855111900446771,High,9.0
543,1971,64,Female,458288.0,283820,12,466.0,Part-time,681509,4,9,0,0.6193048912474252,0.4164581832374921,Low,2.25
544,2906,54,Female,152239.0,190882,24,667.0,Self-employed,539828,0,7,0,1.2538311470779497,0.3535978126366176,Medium,inf
545,3518,20,Female,161431.0,128696,6,550.0,Unemployed,756572,3,8,0,0.7972198648338918,0.17010410112983299,Low,2.6666666666666665
546,2166,50,Female,392162.0,14994,36,469.0,Self-employed,70248,0,5,1,0.03823419913199137,0.21344379911171849,Low,inf
547,2115,45,Male,90510.0,276378,12,389.0,Part-time,252515,0,9,1,3.053563142194233,1.0945013167534603,Low,inf
548,4425,64,Female,230005.0,79300,6,745.0,Part-time,747097,1,1,0,0.3447751135844873,0.10614418208077399,High,1.0
549,1833,25,Male,280255.0,47405,24,593.0,Self-employed,110494,0,1,0,0.16914952454015095,0.4290278205151411,Medium,inf
550,2823,51,Female,380170.0,33185,6,449.0,Self-employed,773931,3,3,0,0.08728989662519399,0.042878499504477786,Low,1.0
551,3774,52,Female,171668.0,184514,24,431.0,Unemployed,609723,4,8,0,1.074830486753501,0.3026193861802819,Low,2.0
552,2982,49,Male,292700.0,143653,24,732.0,Self-employed,544075,3,6,0,0.49078578749572943,0.26403161328860913,High,2.0
553,1853,41,Male,468734.0,61717,12,358.0,Unemployed,283126,1,1,0,0.1316674275815281,0.21798421904028595,Low,1.0
554,1050,31,Male,74045.0,12763,6,498.0,Part-time,250768,3,7,0,0.1723681545006415,0.05089564856760033,Low,2.3333333333333335
555,4736,49,Male,231948.0,65480,12,514.0,Full-time,546894,2,6,0,0.282304654491524,0.11973069735634327,Low,3.0
556,4769,63,Male,140102.0,179831,6,559.5,Full-time,782920,4,8,0,1.2835719689940186,0.22969268890818986,Low,2.0
557,1574,60,Male,364063.0,217139,6,546.0,Full-time,927654,2,7,1,0.5964324855862859,0.2340732643852126,Low,3.5
558,4261,33,Female,149441.0,128094,12,681.0,Full-time,772783,2,2,0,0.8571543284640761,0.16575675189542213,Medium,1.0
559,2148,21,Female,208175.0,166379,12,538.0,Part-time,233867,1,0,0,0.7992266122252912,0.7114257248778152,Low,0.0
560,3197,54,Female,299877.0,237443,24,666.0,Full-time,112223,0,1,0,0.7918013052017994,2.115814048813523,Medium,inf
561,3361,38,Male,479404.0,21064,24,467.0,Self-employed,571224,2,1,0,0.043937889546186513,0.0368752013220733,Low,0.5
562,3617,31,Female,186917.0,86848,24,350.0,Self-employed,617574,3,3,0,0.4646340354274892,0.14062768186484534,Low,1.0
563,4413,48,Male,280255.0,47548,6,679.0,Full-time,926097,0,5,0,0.16965977413427058,0.05134235398667742,Medium,inf
564,3352,35,Female,479890.0,178017,6,773.0,Self-employed,934862,3,3,0,0.37095376023672094,0.19042061823028425,High,1.0
565,2715,24,Female,168325.0,278620,36,379.0,Unemployed,999647,3,8,0,1.6552502599138572,0.27871838759081957,Low,2.6666666666666665
566,1681,27,Male,69337.0,12382,24,666.0,Part-time,561669,0,3,0,0.17857709448058035,0.022045012275913396,Medium,inf
567,1837,24,Male,203385.0,186348,36,760.0,Full-time,383609,0,5,1,0.9162327605280626,0.48577588117067116,High,inf
568,4854,50,Male,470159.0,89698,12,838.0,Full-time,814506,3,5,0,0.1907822672755387,0.11012564671101256,High,1.6666666666666667
569,2077,40,Male,390093.0,255762,24,751.0,Part-time,413811,1,9,0,0.6556436542055356,0.6180647686987538,High,9.0
570,4050,38,Male,312420.0,253381,24,763.0,Self-employed,568482,4,9,0,0.8110268228666538,0.4457150798090353,High,2.25
571,3491,36,Female,363295.0,55095,12,777.0,Part-time,704737,4,0,0,0.15165361483092252,0.07817810048287517,High,0.0
572,3660,36,Female,280255.0,299341,12,719.0,Part-time,288997,1,7,0,1.0681022640095628,1.0357927590943852,High,7.0
573,4040,53,Male,193016.0,32010,24,513.0,Self-employed,335863,0,2,0,0.16584117378870145,0.09530671732224151,Low,inf
574,3311,46,Male,280255.0,143962,12,668.0,Part-time,151733,3,5,0,0.5136821822982641,0.9487850368739826,Medium,1.6666666666666667
575,4124,35,Male,131442.0,119162,12,413.0,Self-employed,523512,4,2,0,0.9065747630133443,0.22762037928452453,Low,0.5
576,2595,19,Female,99847.0,280170,24,559.5,Self-employed,705853,3,1,0,2.8059931695494105,0.39692400542322553,Low,0.3333333333333333
577,4051,18,Male,108653.0,78842,36,610.0,Part-time,643012,1,4,0,0.7256311376584171,0.1226135748632996,Medium,4.0
578,4691,64,Female,267144.0,281421,12,768.0,Unemployed,237777,3,0,0,1.0534430868744946,1.1835501331079121,High,0.0
579,1004,22,Female,303661.0,183311,12,343.0,Self-employed,167567,1,8,0,0.6036698818748538,1.0939564472718375,Low,8.0
580,2126,37,Female,368766.0,286827,6,714.0,Part-time,13703,0,6,0,0.7778021834984787,20.93169378968109,High,inf
581,2219,28,Female,339954.0,141742,24,545.0,Self-employed,970584,1,2,0,0.41694464545203175,0.14603784937728212,Low,2.0
582,1773,59,Male,127842.0,230283,12,383.0,Unemployed,948319,1,3,0,1.8013094288262073,0.2428328442222501,Low,3.0
583,1876,19,Female,434369.0,158961,36,506.0,Unemployed,947069,4,5,0,0.3659584362604145,0.16784521507936592,Low,1.25
584,1991,20,Male,322647.0,185607,12,450.0,Full-time,980825,3,2,0,0.5752633683251355,0.18923559248591748,Low,0.6666666666666666
585,3931,40,Male,134761.0,255144,12,827.0,Self-employed,903923,4,6,0,1.8933074108978116,0.28226298036447794,High,1.5
586,4421,29,Female,480192.0,162711,24,464.0,Self-employed,58453,2,5,0,0.33884571171531386,2.7836210288607943,Low,2.5
587,1046,37,Female,438583.0,205784,36,444.0,Part-time,612766,1,8,0,0.4692019526520636,0.3358280322341644,Low,8.0
588,3914,22,Female,323734.0,262217,12,336.0,Self-employed,501738,2,4,0,0.8099767092736629,0.5226173819802367,Low,2.0
589,3870,54,Male,191958.0,173244,12,632.0,Full-time,819593,4,3,0,0.902509924045885,0.21137808644046496,Medium,0.75
590,3983,55,Male,456082.0,111158,36,702.0,Unemployed,187063,3,2,0,0.243723716349253,0.5942276131570647,High,0.6666666666666666
591,4891,47,Female,378768.0,283721,6,713.0,Unemployed,376440,4,9,0,0.7490627508131626,0.7536951439804485,High,2.25
592,3703,26,Male,213864.0,292320,36,344.0,Full-time,238411,3,0,0,1.3668499607227023,1.2261179224112981,Low,0.0
593,1268,51,Female,280255.0,73972,6,701.0,Self-employed,402932,3,2,0,0.26394533549802857,0.18358432688394072,High,0.6666666666666666
594,1369,61,Female,306910.0,292140,24,505.0,Self-employed,819781,0,2,0,0.9518751425499332,0.35636346780420625,Low,inf
595,1635,52,Female,170356.0,110922,24,361.0,Full-time,571386,1,6,0,0.6511188335016084,0.19412796253320871,Low,6.0
596,2129,39,Male,267228.0,45931,12,719.0,Part-time,370579,4,6,0,0.17187944377086234,0.12394388241103786,High,1.5
597,2693,61,Male,92727.0,134168,36,767.0,Unemployed,917636,3,0,0,1.4469140595511556,0.14621047997245096,High,0.0
598,2682,41,Male,390615.0,176782,6,318.0,Full-time,51990,4,2,0,0.45257350588175055,3.400307751490671,Low,0.5
599,1656,34,Female,58068.0,133099,12,664.0,Full-time,331065,4,7,1,2.292123028173865,0.40203283343150137,Medium,1.75
600,1119,27,Male,166923.0,44693,24,599.0,Self-employed,691898,3,8,0,0.2677462063346573,0.06459478131169623,Medium,2.6666666666666665
601,1830,47,Female,450511.0,118944,12,306.0,Unemployed,624860,2,6,0,0.2640201904060056,0.1903530390807541,Low,3.0
602,2810,63,Male,484376.0,234655,24,727.0,Self-employed,761269,1,6,0,0.48444803210728854,0.30824189609717456,High,6.0
603,4675,40,Male,61390.0,217574,6,416.0,Full-time,269357,1,7,0,3.544127708095781,0.8077532791054252,Low,7.0
604,2081,49,Male,156752.0,289518,6,806.0,Part-time,124693,0,5,0,1.8469812187404306,2.3218464548932176,High,inf
605,2974,34,Male,463347.0,257572,6,845.0,Unemployed,175295,0,2,1,0.5558943944818894,1.4693630736758037,High,inf
606,2369,34,Male,406898.0,55913,6,624.0,Full-time,878087,0,0,0,0.1374128159882821,0.06367592277302818,Medium,
607,1740,31,Female,388113.0,207097,12,354.0,Full-time,785786,1,6,0,0.5335997505881019,0.26355394471268256,Low,6.0
608,4545,26,Female,280255.0,97796,24,341.0,Part-time,330515,2,0,0,0.34895363151415676,0.2958897478177995,Low,0.0
609,1116,57,Female,495543.0,298213,36,596.0,Full-time,68274,1,0,0,0.6017903592624656,4.367885285760319,Medium,0.0
610,2853,19,Male,274790.0,94811,36,530.0,Full-time,894285,1,8,0,0.3450307507551221,0.10601877477537922,Low,8.0
611,3838,62,Male,389208.0,200121,6,752.0,Unemployed,266278,1,9,0,0.5141749398779059,0.7515491328611451,High,9.0
612,2150,42,Female,71281.0,242892,12,693.0,Unemployed,877860,1,6,0,3.407527952750382,0.2766864875948329,Medium,6.0
613,4464,56,Male,104189.0,49178,6,821.0,Unemployed,563889,2,3,0,0.47200760157022337,0.0872121995640986,High,1.5
614,2931,26,Male,312093.0,26999,12,559.5,Self-employed,860321,0,5,0,0.08650946993364157,0.03138247235624842,Low,inf
615,2012,39,Male,360655.0,205623,24,743.0,Part-time,277834,4,0,0,0.5701376661906808,0.7400930051757524,High,0.0
616,2664,60,Male,172115.0,181244,6,427.0,Unemployed,264053,0,6,0,1.0530401185254046,0.6863925045350744,Low,inf
617,2081,63,Female,58605.0,282769,12,704.0,Self-employed,353383,0,5,0,4.824997867076188,0.8001771449107625,High,inf
618,1633,21,Female,412462.0,208237,36,691.0,Self-employed,342176,4,3,0,0.5048634783325494,0.6085669363134761,Medium,0.75
619,1512,43,Male,444597.0,16859,12,492.0,Part-time,536350,1,6,0,0.037919734051286895,0.03143283303812809,Low,6.0
620,4822,46,Male,331954.0,120986,12,377.0,Part-time,337530,2,2,0,0.3644661609741109,0.358445175243682,Low,1.0
621,3849,62,Female,299415.0,242654,6,384.0,Full-time,748597,2,0,0,0.8104269993153316,0.32414503397689276,Low,0.0
622,2119,51,Female,205394.0,293983,12,329.0,Self-employed,690091,0,3,0,1.4313125018257593,0.4260061354227196,Low,inf
623,4709,40,Male,91869.0,299360,36,559.5,Unemployed,136225,4,2,0,3.258552939511696,2.1975408331804003,Low,0.5
624,2141,54,Male,82955.0,59522,6,444.0,Part-time,141553,3,0,1,0.7175215478271352,0.42049267765430615,Low,0.0
625,1559,28,Male,111388.0,240233,12,368.0,Self-employed,99270,1,1,0,2.1567224476604303,2.4199959705852723,Low,1.0
626,4672,23,Female,291324.0,17485,6,357.0,Unemployed,852857,0,4,0,0.060019085279619945,0.020501678475993046,Low,inf
627,1487,35,Female,60207.0,253056,12,778.0,Self-employed,718960,2,7,0,4.203099307389506,0.35197507510849,High,3.5
628,4308,38,Female,268401.0,122701,6,744.0,Part-time,609269,4,0,0,0.457155524755869,0.20139051880203981,High,0.0
629,4956,59,Male,209292.0,217352,36,595.0,Full-time,989501,4,3,0,1.0385107887544673,0.2196581913509941,Medium,0.75
630,1896,53,Male,255157.0,112638,36,470.0,Self-employed,628758,0,3,1,0.44144585490501925,0.17914364509079805,Low,inf
631,4343,58,Female,72031.0,194514,24,446.0,Unemployed,683565,3,4,0,2.7004206522191834,0.2845581619889842,Low,1.3333333333333333
632,2212,55,Male,392951.0,284370,12,783.0,Part-time,88887,2,6,1,0.7236780158340352,3.1992304836477774,High,3.0
633,1703,51,Male,121312.0,103405,36,605.0,Full-time,343686,0,7,0,0.8523888815615932,0.3008705620828314,Medium,inf
634,2470,34,Male,109766.0,294732,24,745.0,Unemployed,961653,3,5,0,2.6850937448754624,0.3064847715340149,High,1.6666666666666667
635,1580,54,Male,193521.0,220048,12,520.0,Unemployed,835544,4,0,0,1.1370755628588112,0.26335896134733777,Low,0.0
636,3837,42,Female,401977.0,172781,24,677.0,Unemployed,142012,1,6,0,0.4298280747405946,1.2166647888910795,Medium,6.0
637,3908,55,Male,237771.0,47019,6,565.0,Self-employed,845442,2,2,0,0.19774909471718585,0.05561469621807291,Low,1.0
638,3294,29,Female,287199.0,271497,6,394.0,Part-time,732154,2,5,1,0.9453271076849153,0.37081952703939336,Low,2.5
639,4147,40,Male,286731.0,75133,24,561.0,Unemployed,286629,3,7,0,0.26203305537245714,0.26212630264209136,Low,2.3333333333333335
640,1153,59,Male,285841.0,207530,12,370.0,Self-employed,613587,0,6,1,0.7260330043625652,0.3382242452985477,Low,inf
641,2679,39,Male,161041.0,168598,24,518.0,Part-time,517537,4,9,0,1.0469259381151383,0.3257699449507958,Low,2.25
642,4506,38,Male,166185.0,138585,12,832.0,Part-time,892016,3,5,1,0.8339200288834733,0.1553615630212911,High,1.6666666666666667
643,1996,44,Female,227164.0,255172,36,391.0,Self-employed,394283,1,8,0,1.1232941839375958,0.6471798175422222,Low,8.0
644,4157,48,Female,60350.0,135814,36,426.0,Self-employed,807039,1,8,0,2.2504391052195527,0.16828678663608573,Low,8.0
645,3744,23,Female,277230.0,35939,36,379.0,Unemployed,240491,1,0,0,0.129636042275367,0.14944010378766773,Low,0.0
646,4356,44,Female,413003.0,163939,12,537.0,Part-time,585885,3,0,0,0.39694384786551185,0.27981429802776997,Low,0.0
647,2243,57,Male,311570.0,272347,6,671.0,Full-time,257808,4,0,0,0.8741117565876048,1.0563946813132254,Medium,0.0
648,2092,51,Male,118487.0,100880,12,785.0,Self-employed,860986,2,7,0,0.8514014195650156,0.11716799111716102,High,3.5
649,4118,29,Male,198694.0,13748,6,324.0,Part-time,966025,0,9,0,0.06919182260158838,0.014231515747522062,Low,inf
650,2008,62,Female,173853.0,246094,6,455.0,Part-time,767842,2,6,1,1.4155292114602567,0.32050083220245834,Low,3.0
651,3141,24,Male,365261.0,161956,24,816.0,Unemployed,801619,4,2,0,0.44339800854731276,0.20203612938316082,High,0.5
652,2773,27,Male,285062.0,166255,24,829.0,Full-time,758271,2,1,0,0.583224000392897,0.2192553849481254,High,0.5
653,1957,62,Female,283077.0,160331,36,356.0,Unemployed,790417,3,3,0,0.5663865308732253,0.20284356232216666,Low,1.0
